layer,kind,time_ms,pct,flops,bytes,ai,gflops
Conv_75 + Clip_76,depthwise,0.010203384711999065,1.09467,508032,293760,1.7294117647058824,49.7905366052267
Conv_77,pointwise,0.01168055032714102,1.2477,9031680,256768,35.17447657028913,773.2238419463778
Conv_78 + Clip_79,pointwise,0.014607526638626005,1.55996,15052800,418880,35.93582887700535,1030.4824610209218
Conv_80 + Clip_81,depthwise,0.011434356057950694,1.21567,846720,207360,4.083333333333333,74.05051895434434
Conv_82 + Add_83,pointwise,0.013376555292674376,1.42573,15052800,417280,36.07361963190184,1125.3121353480005
Conv_84 + Clip_85,pointwise,0.012938876591891574,1.38154,15052800,418880,35.93582887700535,1163.3776621251
Conv_86 + Clip_87,depthwise,0.011051387194765743,1.17531,846720,207360,4.083333333333333,76.61662604682162
Conv_88 + Add_89,pointwise,0.013786879074658254,1.47656,15052800,417280,36.07361963190184,1091.8207027483575
Conv_90 + Clip_91,pointwise,0.013568039724266854,1.45068,15052800,418880,35.93582887700535,1109.4307140830083
Conv_92 + Clip_93,depthwise,0.011297581463956069,1.20566,846720,207360,4.083333333333333,74.94701434120083
Conv_94,pointwise,0.015318754527398058,1.63597,30105600,740480,40.65687121866897,1965.2772649470437
Conv_95 + Clip_96,pointwise,0.018683409539665848,1.99458,40140800,978560,41.02027468933944,2148.4729494784665
GlobalAveragePool_97,unattributed,0.008179120720878607,0.868479,0,0,,
Gemm_104_myl54_0,unattributed,0.035424619844608006,3.7889,0,0,,
__myl_Cast_myl54_1,unattributed,0.005662468191377497,0.606721,0,0,,
