t_rel_s,vdd_cpu_gpu_cv_mw,vdd_in_mw,vdd_soc_mw,temp_cpu_c,temp_gpu_c,temp_soc0_c,temp_soc1_c,temp_soc2_c,temp_tj_c,gpu_util_pct,gpu_mhz,emc_util_pct,emc_mhz,ram_used_mb
0.0,1510,6279,2424,50.093,51.312,50.062,50.531,49.312,51.312,0,914,1,3199,3028
0.214,1391,6080,2424,50.156,51.687,50.0,50.781,49.281,51.687,0,914,1,3199,3028
0.427,1430,6160,2424,50.562,51.343,50.093,50.593,49.218,51.343,8,914,1,3199,3057
0.641,1391,6200,2424,50.156,51.187,50.062,50.562,49.281,51.343,0,914,1,3199,3090
0.854,2376,7975,2773,51.031,52.187,50.093,50.656,49.468,52.187,97,895,3,3199,3144
1.067,3902,10503,3277,51.031,52.968,50.0,50.562,49.687,52.968,97,905,7,3199,3144
1.281,4794,12103,3581,51.031,53.062,50.25,50.531,49.75,53.062,97,905,12,3199,3144
1.495,5374,13028,3772,51.062,53.625,50.187,50.75,49.968,53.625,97,905,15,3199,3144
1.709,5679,13557,3851,51.593,53.25,50.281,50.687,49.968,53.25,97,904,18,3199,3144
1.923,5875,13871,3923,51.437,53.593,50.468,50.625,49.968,53.593,97,906,20,3199,3143
2.136,5992,14067,3962,51.406,53.437,50.468,50.656,50.218,53.437,97,903,22,3199,3143
2.349,6061,14201,4001,51.937,54.062,50.375,50.843,50.218,54.062,97,905,24,3199,3143
2.562,6100,14280,4001,51.656,53.781,50.625,50.843,50.25,53.781,97,904,26,3199,3143
2.777,6100,14319,4001,51.656,53.968,50.593,50.875,50.468,53.968,97,905,27,3199,3142
2.991,6139,14358,4040,51.687,53.812,50.468,51.093,50.468,53.812,97,905,28,3199,3142
3.205,6139,14358,4040,51.937,54.343,50.593,51.062,50.5,54.343,97,906,29,3199,3142
3.418,6139,14319,4040,51.875,54.062,50.687,50.937,50.5,54.062,97,903,30,3199,3142
3.631,6178,14358,4040,51.75,53.968,50.75,51.218,50.687,53.968,97,905,30,3199,3141
3.845,6178,14398,4040,52.312,54.0,50.687,51.156,50.718,54.0,97,903,31,3199,3140
4.06,6139,14358,4040,52.031,54.531,50.875,51.062,50.75,54.531,97,904,31,3199,3140
4.274,6178,14358,4040,51.968,54.156,50.781,51.125,50.812,54.156,97,905,32,3199,3140
4.487,6178,14398,4040,52.093,54.062,50.812,51.25,50.875,54.062,97,904,32,3199,3140
4.7,6178,14398,4040,52.406,54.281,50.781,51.187,50.687,54.281,97,906,32,3199,3140
4.913,6178,14398,4040,52.062,54.75,50.968,51.093,51.0,54.75,97,903,32,3199,3140
5.127,6139,14437,4040,52.156,54.375,50.906,51.437,50.937,54.375,97,906,33,3199,3140
5.342,6178,14437,4040,52.593,54.218,50.875,51.343,50.937,54.218,97,905,33,3199,3140
5.555,6178,14437,4040,52.437,54.625,51.093,51.281,50.937,54.625,97,905,33,3199,3140
5.769,6178,14398,4040,52.343,54.781,51.062,51.218,51.125,54.781,97,904,33,3199,3140
5.983,6178,14398,4001,52.406,54.531,50.968,51.406,51.0,54.531,97,907,33,3199,3137
6.196,6217,14437,4001,52.625,54.468,50.968,51.5,51.062,54.468,97,906,33,3199,3137
6.41,6178,14437,4001,52.156,54.781,51.093,51.375,51.187,54.781,97,905,33,3199,3137
6.623,6217,14437,4040,52.062,54.625,51.156,51.625,51.218,54.625,97,904,33,3199,3137
6.837,6178,14398,4040,52.781,54.625,51.093,51.468,51.25,54.625,97,905,33,3199,3137
7.05,6217,14437,4040,52.437,54.531,51.25,51.531,51.312,54.531,97,905,33,3199,3137
7.264,6217,14437,4040,52.437,54.906,51.25,51.75,51.25,54.906,97,905,33,3199,3137
7.477,6217,14437,4040,52.437,54.625,51.437,51.625,51.437,54.625,97,904,33,3199,3137
7.691,6217,14437,4040,52.781,54.625,51.375,51.593,51.312,54.625,97,905,34,3199,3137
7.905,6217,14437,4040,52.593,54.687,51.406,51.531,51.437,54.687,97,904,34,3199,3140
8.118,6217,14437,4040,52.593,55.093,51.312,51.718,51.406,55.093,97,906,34,3199,3140
8.331,6178,14437,4040,52.593,54.906,51.5,51.687,51.375,54.906,97,904,34,3199,3140
8.546,6178,14437,4040,52.875,54.687,51.437,51.656,51.531,54.687,97,906,34,3199,3140
8.76,6178,14476,4040,52.593,54.812,51.375,51.843,51.468,54.812,97,904,34,3199,3140
8.973,6178,14476,4040,52.843,55.187,51.531,51.781,51.5,55.187,97,906,34,3199,3140
9.186,6178,14437,4040,52.718,54.937,51.562,51.781,51.562,54.937,97,903,34,3199,3140
9.399,6178,14437,4040,53.281,54.875,51.5,51.937,51.593,54.875,97,905,34,3199,3140
9.612,6217,14476,4040,53.0,55.25,51.718,51.875,51.562,55.25,97,904,34,3199,3140
9.826,6178,14437,4040,52.875,55.0,51.593,51.843,51.718,55.0,97,905,34,3199,3140
10.04,6178,14437,4040,52.812,55.5,51.593,51.812,51.656,55.5,97,906,34,3199,3140
10.253,6178,14437,4040,53.187,55.125,51.593,52.093,51.656,55.031,97,903,34,3199,3140
10.466,6178,14437,4040,53.031,55.375,51.718,51.875,51.656,55.375,97,906,34,3199,3140
10.681,6178,14437,4040,52.906,55.093,51.687,51.843,51.875,55.093,97,904,34,3199,3140
10.895,6178,14437,4040,53.437,55.562,51.656,52.156,51.812,55.562,97,906,34,3199,3138
11.109,6178,14476,4040,53.187,55.093,51.718,52.062,51.812,55.093,97,907,34,3199,3139
11.322,6178,14476,4040,53.031,55.468,51.812,52.093,51.968,55.468,97,905,34,3199,3139
11.536,6178,14476,4040,52.968,55.25,51.718,52.0,51.906,55.25,97,905,34,3199,3139
11.749,6178,14437,4040,53.312,55.687,51.781,52.156,51.875,55.687,97,903,34,3199,3135
11.964,6178,14437,4040,53.281,55.468,51.875,52.125,51.937,55.468,97,906,34,3199,3135
12.177,6178,14437,4040,53.093,55.312,51.843,52.156,52.062,55.5,97,905,34,3199,3135
12.391,6178,14437,4040,53.656,55.343,51.781,52.25,51.968,55.343,97,904,34,3199,3135
12.605,6178,14437,4040,53.375,55.75,51.937,52.25,51.968,55.75,97,906,34,3199,3135
12.818,6217,14437,4040,53.218,55.5,51.906,52.156,52.093,55.5,97,904,34,3199,3132
13.031,6178,14437,4040,53.218,55.375,51.968,52.406,52.125,55.375,97,905,34,3199,3132
13.244,6217,14476,4040,53.656,55.75,52.093,52.312,52.125,55.75,97,905,34,3199,3132
13.458,6217,14476,4040,53.437,55.593,52.062,52.25,52.156,55.593,97,905,34,3199,3132
13.67,6217,14476,4040,53.375,55.468,51.968,52.5,52.156,55.468,97,905,34,3199,3132
13.885,6217,14476,4040,53.843,55.593,51.968,52.468,52.281,55.593,97,905,34,3199,3130
14.098,6217,14515,4034,53.593,55.937,52.156,52.406,52.25,55.937,97,906,34,3199,3130
14.313,6217,14476,4040,53.468,55.75,52.093,52.625,52.25,55.75,97,904,34,3199,3130
14.525,6217,14476,4034,53.343,55.562,52.062,52.562,52.156,55.562,97,906,34,3199,3130
14.738,6217,14476,4034,53.531,55.875,52.25,52.531,52.25,55.875,97,905,34,3199,3127
14.953,6217,14476,4040,53.531,56.031,52.156,52.437,52.406,56.031,97,905,34,3199,3127
15.166,6217,14476,4040,53.812,55.75,52.093,52.625,52.406,55.75,97,905,34,3199,3127
15.38,6217,14476,4034,53.625,55.718,52.281,52.593,52.437,55.718,97,905,34,3199,3127
15.594,6217,14476,4034,53.468,55.718,52.312,52.593,52.531,55.718,97,906,34,3199,3127
15.807,6217,14476,4034,53.968,56.156,52.25,52.656,52.406,56.156,97,904,34,3199,3124
16.02,6217,14476,4040,53.812,56.031,52.281,52.687,52.5,56.031,97,906,34,3199,3124
16.234,6217,14476,4034,53.593,55.812,52.312,52.625,52.593,55.812,97,903,34,3199,3124
16.448,6217,14437,4034,53.718,56.093,52.406,52.937,52.5,56.093,97,906,34,3199,3124
16.662,6217,14437,4034,53.906,55.906,52.343,52.812,52.625,55.906,97,905,34,3199,3124
16.875,6217,14476,4034,53.812,56.406,52.437,52.812,52.656,56.0,97,904,34,3199,3124
17.088,6217,14476,4034,53.781,55.906,52.437,52.968,52.687,55.906,97,906,34,3199,3124
17.302,6217,14476,4034,54.156,56.281,52.375,52.937,52.625,56.281,97,904,34,3199,3124
17.517,6217,14437,4040,53.968,56.093,52.468,52.843,52.687,56.093,97,904,34,3199,3124
17.729,6217,14437,4034,53.812,56.5,52.468,52.75,52.812,56.5,97,906,34,3199,3124
17.943,6217,14476,4034,53.937,56.25,52.437,53.0,52.718,56.25,97,903,34,3199,3122
18.156,6217,14476,4034,54.062,56.093,52.687,52.937,52.781,56.093,97,906,34,3199,3122
18.369,6217,14437,4040,54.093,56.125,52.593,52.906,52.812,56.125,97,904,34,3199,3122
18.581,6217,14437,4040,53.968,56.593,52.593,53.0,52.843,56.593,97,906,34,3199,3122
