layer,kind,time_ms,pct,flops,bytes,ai,gflops
544 + 544_QuantizeLinear + Conv_42 + Add_43,pointwise,0.009356663656884876,1.23997,9633792,112448,85.67330677290836,1029.6182863120453
547 + 547_QuantizeLinear + Conv_44 + Clip_45,pointwise,0.008967882618510158,1.18067,9633792,112768,85.43019296254256,1074.254917221527
550 + 550_QuantizeLinear + Conv_46 + Clip_47,depthwise,0.010186063205417607,1.34623,1354752,154368,8.776119402985074,133.00054915027968
553 + 553_QuantizeLinear + Conv_48 + Add_49,pointwise,0.008527264108352145,1.12986,9633792,112448,85.67330677290836,1129.7635299654964
556 + 556_QuantizeLinear + Conv_50 + Clip_51,pointwise,0.00883828893905192,1.16665,9633792,112768,85.43019296254256,1090.006455597209
559 + 559_QuantizeLinear + Conv_52 + Clip_53,depthwise,0.010211981941309255,1.34798,1354752,154368,8.776119402985074,132.66298430472062
562 + 562_QuantizeLinear + Conv_54 + Add_55,pointwise,0.00857910158013544,1.13452,9633792,112448,85.67330677290836,1122.9371642255237
565 + 565_QuantizeLinear + Conv_56 + Clip_57,pointwise,0.00894196388261851,1.18053,9633792,112768,85.43019296254256,1077.368699590285
568 + 568_QuantizeLinear + Conv_58 + Clip_59,depthwise,0.010186063205417607,1.34891,1354752,154368,8.776119402985074,133.00054915027968
571 + 571_QuantizeLinear + Conv_60,pointwise,0.009408501128668171,1.24517,14450688,131040,110.27692307692308,1535.918187432431
574 + 574_QuantizeLinear + Conv_61 + Clip_62,pointwise,0.011767106094808126,1.55745,21676032,187584,115.55373592630501,1842.086901006517
577 + 577_QuantizeLinear + Conv_63 + Clip_64,depthwise,0.01075627539503386,1.41866,2032128,231552,8.776119402985074,188.92487644359005
580 + 580_QuantizeLinear + Conv_65 + Add_66,pointwise,0.009719525959367946,1.28897,21676032,187104,115.85017957927143,2230.1532081518894
583 + 583_QuantizeLinear + Conv_67 + Clip_68,pointwise,0.010808112866817156,1.43067,21676032,187584,115.55373592630501,2005.533460568246
586 + 586_QuantizeLinear + Conv_69 + Clip_70,depthwise,0.010600762979683974,1.40092,2032128,231552,8.776119402985074,191.69639052344712
589 + 589_QuantizeLinear + Conv_71 + Add_72,pointwise,0.009693607223476298,1.28844,21676032,187104,115.85017957927143,2236.116184644274
592 + 592_QuantizeLinear + Conv_73 + Clip_74,pointwise,0.01065260045146727,1.42513,21676032,187584,115.55373592630501,2034.8113213064685
595 + 595_QuantizeLinear + Conv_75 + Clip_76,depthwise,0.009252988713318285,1.23147,508032,146880,3.458823529411765,54.90463846224781
598 + 598_QuantizeLinear + Conv_77,pointwise,0.009719525959367946,1.31495,9031680,128384,70.34895314057826,929.2305033966207
601 + 601_QuantizeLinear + Conv_78 + Clip_79,pointwise,0.010471169300225734,1.43477,15052800,209440,71.8716577540107,1437.547189660614
604 + 604_QuantizeLinear + Conv_80 + Clip_81,depthwise,0.009019720090293453,1.23371,846720,103680,8.166666666666666,93.87431001447543
607 + 607_QuantizeLinear + Conv_82 + Add_83,pointwise,0.010937706546275395,1.52911,15052800,208640,72.14723926380368,1376.230010954711
610 + 610_QuantizeLinear + Conv_84 + Clip_85,pointwise,0.009823200902934537,1.3694,15052800,209440,71.8716577540107,1532.3722021712083
613 + 613_QuantizeLinear + Conv_86 + Clip_87,depthwise,0.009615851015801355,1.36147,846720,103680,8.166666666666666,88.05460885454838
616 + 616_QuantizeLinear + Conv_88 + Add_89,pointwise,0.014125711060948083,1.71854,15052800,208640,72.14723926380368,1065.6313112346568
619 + 619_QuantizeLinear + Conv_90 + Clip_91,pointwise,0.012466911963882618,1.56984,15052800,209440,71.8716577540107,1207.420092771077
622 + 622_QuantizeLinear + Conv_92 + Clip_93,depthwise,0.012415074492099323,1.58697,846720,103680,8.166666666666666,68.2009600940239
625 + 625_QuantizeLinear + Conv_94,pointwise,0.016121453724604967,2.09852,30105600,370240,81.31374243733794,1867.4246450896721
628 + 628_QuantizeLinear + Conv_95 + Clip_96,pointwise,0.015654916478555304,2.0529,40140800,489280,82.04054937867888,2564.101830564627
463_DequantizeLinear,overhead,0.01075627539503386,1.42598,0,0,,
GlobalAveragePool_97,unattributed,0.014851435665914223,1.96113,0,0,,
__myl_FcCast_myl56_0,unattributed,0.046316781038374714,6.08615,0,0,,
