t_rel_s,vdd_cpu_gpu_cv_mw,vdd_in_mw,vdd_soc_mw,temp_cpu_c,temp_gpu_c,temp_soc0_c,temp_soc1_c,temp_soc2_c,temp_tj_c,gpu_util_pct,gpu_mhz,emc_util_pct,emc_mhz,ram_used_mb
0.0,1510,6279,2424,50.062,51.25,49.906,50.281,49.0,51.25,0,915,1,3199,3025
0.214,1391,6080,2424,49.906,51.218,49.812,50.468,49.0,51.218,0,915,1,3199,3025
0.428,1430,6160,2424,50.25,51.062,49.843,50.375,49.031,51.062,0,915,1,3199,3053
0.641,1470,6319,2464,50.0,51.562,49.906,50.312,49.125,51.562,1,914,1,3199,3112
0.856,2654,8055,2693,50.593,51.968,49.843,50.25,49.156,51.968,95,900,3,3199,3112
1.069,3356,9072,2808,50.5,51.906,49.875,50.343,49.25,51.906,95,899,5,3199,3112
1.282,3790,9690,2887,50.843,52.406,50.0,50.312,49.281,52.406,95,899,6,3199,3112
1.494,4021,10006,2961,50.75,52.312,50.0,50.531,49.468,52.312,95,898,7,3199,3112
1.708,4178,10227,2961,51.125,52.843,50.031,50.406,49.375,52.437,95,899,8,3199,3112
1.921,4257,10345,3001,51.031,52.437,50.187,50.375,49.5,52.437,95,900,9,3199,3112
2.135,4336,10424,3001,50.937,52.687,50.031,50.343,49.656,52.687,95,901,10,3199,3112
2.35,4376,10543,3001,51.437,52.593,50.062,50.562,49.593,52.593,95,905,10,3199,3114
2.563,4368,10543,3001,51.218,52.656,50.125,50.406,49.656,52.656,95,905,11,3199,3114
2.776,4368,10543,3040,50.968,52.562,50.218,50.406,49.75,52.562,95,905,11,3199,3114
2.989,4408,10582,3040,50.937,52.812,50.156,50.656,49.75,52.812,95,907,12,3199,3114
3.202,4408,10582,3040,51.343,52.687,50.312,50.562,49.656,52.687,95,906,12,3199,3114
3.416,4408,10582,3040,51.187,53.187,50.187,50.531,49.843,53.187,95,906,12,3199,3114
3.629,4408,10582,3040,51.187,52.875,50.281,50.75,49.781,52.875,95,905,13,3199,3114
3.844,4408,10582,3040,51.531,52.968,50.25,50.593,49.812,52.968,95,906,13,3199,3114
4.057,4408,10582,3040,51.281,52.75,50.281,50.593,49.75,52.75,95,906,13,3199,3114
4.27,4408,10582,3040,51.156,53.343,50.281,50.781,49.937,53.343,95,906,13,3199,3114
4.483,4408,10543,3040,51.125,52.968,50.156,50.656,49.843,52.968,95,906,13,3199,3114
4.696,4447,10582,3040,51.218,52.781,50.437,50.562,49.781,52.781,95,905,13,3199,3114
4.91,4447,10622,3040,51.125,53.25,50.343,50.656,49.937,53.25,95,906,14,3199,3114
5.124,4447,10622,3040,51.343,52.875,50.312,50.781,49.968,52.875,95,905,14,3199,3114
5.338,4447,10622,3040,51.343,53.062,50.468,50.656,49.937,53.062,95,905,14,3199,3114
5.552,4447,10622,3040,51.437,52.906,50.562,50.75,49.968,52.906,95,906,14,3199,3114
5.765,4447,10582,3040,51.562,53.343,50.437,50.875,49.968,53.343,95,905,14,3199,3114
5.978,4447,10582,3040,51.531,53.031,50.593,50.718,49.937,53.031,95,905,14,3199,3114
6.19,4447,10622,3040,51.375,52.906,50.468,50.718,50.156,52.906,95,905,14,3199,3114
6.405,4447,10582,3040,51.375,53.25,50.5,51.031,50.062,53.25,95,906,14,3199,3114
6.618,4487,10622,3040,51.468,53.125,50.531,50.906,50.156,53.125,95,906,14,3199,3114
6.832,4447,10622,3040,51.437,53.156,50.468,50.843,50.187,53.156,95,905,14,3199,3114
7.045,4447,10622,3040,51.5,52.968,50.5,51.062,50.187,52.968,95,905,14,3199,3114
7.258,4447,10622,3040,51.75,53.312,50.656,50.906,50.218,53.312,95,906,14,3199,3114
7.472,4447,10622,3040,51.593,53.062,50.531,50.812,50.312,53.062,95,912,14,3199,3114
7.686,4447,10661,3040,51.5,53.625,50.5,50.718,50.25,53.625,95,905,14,3199,3114
7.898,4447,10661,3040,51.437,53.343,50.468,51.031,50.25,53.343,95,905,14,3199,3114
8.113,4447,10661,3040,51.781,53.343,50.656,50.968,50.218,53.343,95,905,14,3199,3114
8.326,4447,10622,3040,51.562,53.187,50.718,50.906,50.218,53.187,95,906,14,3199,3114
8.541,4447,10622,3040,51.5,53.656,50.562,51.125,50.281,53.656,95,906,14,3199,3114
8.755,4447,10622,3040,51.875,53.187,50.562,51.062,50.218,53.187,95,905,14,3199,3114
8.969,4447,10622,3040,51.718,53.5,50.75,50.968,50.375,53.5,95,906,14,3199,3114
9.184,4447,10622,3040,51.687,53.281,50.75,50.968,50.406,53.281,95,906,14,3199,3114
9.397,4447,10622,3040,52.125,53.406,50.718,51.156,50.343,53.406,95,905,14,3199,3114
9.611,4447,10622,3040,51.812,53.187,50.843,51.031,50.312,53.187,95,906,14,3199,3114
9.824,4447,10622,3040,51.687,53.5,50.687,51.0,50.375,53.5,95,905,14,3199,3114
10.038,4447,10622,3040,51.593,53.343,50.718,51.218,50.343,53.343,95,905,14,3199,3114
10.252,4447,10622,3040,52.062,53.812,50.75,51.125,50.375,53.812,95,906,14,3199,3114
10.465,4447,10622,3040,51.781,53.468,50.843,51.125,50.437,53.468,95,905,14,3199,3114
10.677,4447,10622,3040,51.687,53.281,50.781,51.218,50.468,53.281,95,906,14,3199,3114
10.892,4447,10622,3040,52.218,53.406,50.781,51.187,50.437,53.406,95,906,14,3199,3114
11.105,4447,10622,3040,51.968,53.843,50.937,51.062,50.375,53.843,95,907,14,3199,3114
11.318,4447,10622,3040,51.781,53.531,50.937,51.25,50.5,53.531,95,905,14,3199,3114
11.532,4447,10622,3040,51.906,53.437,50.781,51.218,50.5,53.437,95,905,14,3199,3114
11.746,4447,10622,3040,52.0,53.406,51.0,51.218,50.562,53.406,95,904,14,3199,3114
11.959,4447,10622,3040,51.812,53.906,50.875,51.125,50.562,53.906,95,905,14,3199,3114
12.173,4447,10622,3040,52.125,53.625,50.937,51.375,50.5,53.625,95,905,14,3199,3114
12.386,4447,10622,3040,51.937,53.5,51.0,51.25,50.468,53.5,95,906,14,3199,3114
12.601,4447,10622,3040,51.843,53.843,51.0,51.187,50.75,53.843,95,907,14,3199,3114
12.815,4447,10622,3040,51.937,53.968,50.875,51.375,50.656,53.968,95,906,14,3199,3114
13.029,4447,10622,3040,51.812,53.656,50.937,51.343,50.562,53.656,95,907,14,3199,3114
13.242,4447,10622,3040,52.218,53.562,50.968,51.281,50.593,53.562,95,907,14,3199,3114
13.457,4447,10661,3040,52.093,53.593,51.031,51.25,50.687,53.593,95,906,14,3199,3114
13.671,4447,10661,3040,51.968,54.031,51.031,51.312,50.625,54.031,95,905,14,3199,3114
13.885,4447,10622,3040,52.406,53.75,50.937,51.375,50.625,53.75,95,906,14,3199,3114
14.098,4447,10622,3040,52.281,53.562,51.187,51.312,50.781,53.562,95,906,14,3199,3114
14.313,4447,10622,3040,52.125,53.656,51.0,51.562,50.75,53.656,95,905,14,3199,3114
14.527,4447,10622,3040,52.0,54.062,51.062,51.562,50.718,54.062,95,906,14,3199,3113
14.74,4447,10622,3040,52.343,53.781,51.187,51.375,50.687,53.781,95,906,14,3199,3113
14.953,4447,10622,3040,52.125,53.718,51.062,51.375,50.843,53.718,95,904,14,3199,3113
15.166,4447,10622,3040,52.281,53.937,51.062,51.5,50.781,53.937,95,905,14,3199,3113
15.379,4447,10622,3040,52.218,53.718,51.218,51.468,50.75,53.718,95,906,14,3199,3113
15.592,4447,10622,3040,52.0,53.687,51.125,51.343,50.875,53.687,95,906,14,3199,3111
15.806,4447,10622,3040,52.5,53.656,51.062,51.656,50.75,53.656,95,905,14,3199,3111
16.02,4447,10622,3040,52.187,54.0,51.093,51.531,50.906,54.0,95,906,14,3199,3111
16.233,4447,10661,3040,52.093,53.843,51.156,51.406,50.906,53.843,95,906,14,3199,3111
16.447,4447,10622,3040,51.968,53.687,51.187,51.656,50.875,53.687,95,906,14,3199,3110
16.661,4447,10622,3040,52.406,54.0,51.125,51.593,50.875,54.0,95,906,14,3199,3110
16.873,4447,10622,3040,52.218,53.875,51.218,51.531,51.0,54.125,95,906,14,3199,3110
17.086,4447,10622,3040,51.968,54.281,51.125,51.687,50.937,54.281,95,906,14,3199,3110
17.299,4447,10622,3035,52.437,53.781,51.343,51.625,51.0,53.781,95,906,14,3199,3110
17.513,4447,10622,3040,52.406,54.125,51.343,51.656,50.937,54.125,95,905,14,3199,3108
17.727,4447,10622,3040,52.218,53.968,51.187,51.531,50.968,53.968,95,905,14,3199,3108
17.941,4447,10622,3035,52.218,54.312,51.187,51.656,51.031,54.312,95,905,14,3199,3108
18.154,4447,10622,3035,52.531,54.031,51.375,51.656,50.937,54.031,95,906,14,3199,3108
18.367,4447,10622,3035,52.406,53.968,51.218,51.562,50.937,53.968,95,906,14,3199,3108
18.58,4447,10661,3035,52.375,54.187,51.312,51.718,51.062,54.187,95,906,14,3199,3107
18.794,4447,10661,3040,52.375,54.406,51.437,51.656,51.0,54.406,95,906,14,3199,3107
19.007,4447,10622,3040,52.218,54.125,51.343,51.656,51.156,54.125,95,904,14,3199,3107
19.221,4447,10622,3040,52.625,53.937,51.375,51.843,51.062,53.937,95,907,14,3199,3107
19.435,4447,10622,3040,52.406,53.968,51.531,51.718,51.031,53.968,95,906,14,3199,3106
19.65,4447,10622,3040,52.312,54.437,51.375,51.718,51.281,54.437,95,906,14,3199,3106
19.862,4447,10622,3040,52.843,54.125,51.437,51.875,51.156,54.125,95,906,14,3199,3106
20.075,4447,10622,3040,52.531,54.0,51.531,51.781,51.031,54.0,95,906,14,3199,3106
20.288,4447,10622,3040,52.562,54.312,51.437,51.781,51.187,54.312,95,906,14,3199,3106
20.501,4447,10622,3040,52.375,54.125,51.437,51.937,51.218,54.125,95,906,14,3199,3105
