t_rel_s,vdd_cpu_gpu_cv_mw,vdd_in_mw,vdd_soc_mw,temp_cpu_c,temp_gpu_c,temp_soc0_c,temp_soc1_c,temp_soc2_c,temp_tj_c,gpu_util_pct,gpu_mhz,emc_util_pct,emc_mhz,ram_used_mb
0.0,1391,6249,2424,48.937,49.937,48.687,48.937,47.562,49.937,0,914,1,3199,2977
0.213,1311,6050,2428,48.468,49.687,48.656,48.906,47.625,49.687,0,915,1,3199,2977
0.427,1271,6050,2428,49.0,50.125,48.625,49.062,47.562,50.125,0,914,1,3199,2972
0.641,1351,6210,2424,48.968,49.843,48.531,48.968,47.562,49.843,7,914,1,3199,3001
0.854,1351,6249,2424,48.562,49.656,48.656,48.937,47.593,49.656,0,915,1,3199,3028
1.07,1666,6796,2503,48.843,50.281,48.531,48.906,47.75,50.281,30,898,1,3199,3152
1.284,3322,9190,2852,49.343,51.218,48.531,49.125,47.968,51.218,96,895,4,3199,3152
1.497,4297,10560,3080,49.343,51.281,48.812,48.937,48.093,51.281,96,899,7,3199,3152
1.711,4841,11372,3193,49.406,51.5,48.75,48.968,48.125,51.5,96,898,9,3199,3152
1.926,5226,11866,3272,49.375,51.5,48.843,48.968,48.406,51.5,96,895,11,3199,3152
2.14,5383,12142,3311,49.437,51.562,48.906,49.156,48.5,51.562,96,897,12,3199,3152
2.354,5540,12339,3345,49.875,51.531,49.0,49.125,48.5,51.531,96,896,14,3199,3152
2.57,5619,12457,3345,49.625,51.562,49.093,49.125,48.5,51.562,96,896,15,3199,3152
2.784,5619,12477,3384,49.593,52.062,49.031,49.125,48.687,52.062,96,895,16,3199,3152
2.997,5649,12516,3384,50.093,51.906,49.0,49.312,48.687,51.906,96,896,17,3199,3152
3.212,5727,12634,3384,49.906,52.031,49.312,49.218,48.718,52.031,96,895,17,3199,3152
3.425,5688,12595,3384,49.812,51.812,49.125,49.218,48.843,51.812,96,895,18,3199,3152
3.638,5727,12595,3384,49.75,52.312,49.093,49.437,48.875,52.312,96,896,18,3199,3152
3.853,5727,12634,3384,50.187,52.062,49.0,49.375,48.906,52.062,96,896,19,3199,3152
4.067,5727,12595,3384,49.968,52.125,49.343,49.312,48.875,52.125,96,897,19,3199,3152
4.281,5727,12634,3384,49.937,52.031,49.25,49.312,49.0,52.031,96,895,19,3199,3152
4.495,5727,12673,3384,50.406,52.375,49.343,49.531,48.937,52.375,96,896,20,3199,3152
4.708,5727,12634,3384,50.093,52.218,49.5,49.5,49.031,52.218,96,897,20,3199,3152
4.923,5727,12713,3384,50.062,52.25,49.375,49.437,49.156,52.25,96,897,20,3199,3152
5.137,5727,12673,3384,50.031,52.187,49.375,49.468,49.156,52.187,96,897,20,3199,3152
5.351,5727,12634,3384,50.343,52.562,49.375,49.656,49.062,52.562,96,895,20,3199,3152
5.567,5727,12634,3384,50.593,52.687,49.625,49.656,49.093,52.687,96,895,20,3199,3152
5.78,5688,12634,3384,50.062,52.468,49.593,49.562,49.25,52.468,96,896,21,3199,3152
5.993,5727,12634,3384,50.687,52.375,49.531,49.75,49.281,52.375,96,895,21,3199,3152
6.207,5727,12634,3384,50.375,52.406,49.5,49.718,49.312,52.406,96,895,21,3199,3152
6.421,5727,12634,3384,50.281,52.75,49.687,49.687,49.281,52.75,96,898,21,3199,3152
6.635,5727,12634,3384,50.25,52.562,49.562,49.687,49.468,52.562,96,904,21,3199,3152
6.85,5727,12634,3384,50.687,52.687,49.562,49.906,49.375,52.687,96,904,21,3199,3152
7.063,5727,12634,3384,50.437,52.531,49.718,49.781,49.406,52.531,96,904,21,3199,3152
7.276,5767,12673,3384,50.343,52.968,49.75,49.718,49.5,52.968,96,905,21,3199,3152
7.491,5767,12673,3384,50.937,52.687,49.687,49.75,49.5,52.687,96,905,21,3199,3152
7.704,5767,12673,3384,50.656,52.656,49.625,49.906,49.437,52.656,96,903,21,3199,3152
7.917,5767,12673,3384,50.593,52.968,49.875,49.906,49.375,52.968,96,904,21,3199,3152
8.131,5727,12673,3384,50.562,52.968,49.875,49.843,49.5,52.968,96,904,21,3199,3152
8.345,5767,12673,3384,50.906,52.812,49.75,50.031,49.5,52.812,96,904,21,3199,3152
8.557,5767,12673,3384,50.843,52.75,49.906,50.0,49.468,52.75,96,905,21,3199,3152
8.77,5767,12634,3384,50.593,53.093,49.906,50.0,49.5,53.093,96,904,21,3199,3152
8.983,5767,12673,3384,51.25,52.968,49.781,50.093,49.625,52.968,96,904,21,3199,3153
9.196,5767,12673,3384,50.937,53.343,49.937,50.0,49.562,53.343,96,904,21,3199,3153
9.41,5767,12634,3384,50.843,53.031,49.968,50.25,49.593,53.031,96,904,21,3199,3153
9.624,5767,12673,3384,50.781,53.156,49.906,50.25,49.562,53.156,96,903,21,3199,3153
9.837,5767,12673,3384,51.156,53.0,50.031,50.156,49.687,53.0,96,904,21,3199,3153
10.05,5767,12713,3384,50.75,53.406,50.0,50.031,49.781,53.406,96,902,21,3199,3153
10.263,5767,12713,3384,51.031,53.156,50.0,50.281,49.75,53.156,96,903,21,3199,3153
10.477,5767,12713,3384,50.937,53.031,50.187,50.156,49.687,53.031,96,904,21,3199,3153
10.692,5767,12713,3384,50.937,53.375,50.062,50.187,49.812,53.375,96,904,21,3199,3153
10.906,5767,12673,3384,51.437,53.156,50.031,50.468,49.906,53.156,96,903,21,3199,3153
11.119,5767,12673,3384,51.0,53.343,50.093,50.312,49.812,53.343,96,903,21,3199,3153
11.333,5767,12713,3384,51.218,53.156,50.25,50.25,49.843,53.156,96,904,21,3199,3153
