t_rel_s,vdd_cpu_gpu_cv_mw,vdd_in_mw,vdd_soc_mw,temp_cpu_c,temp_gpu_c,temp_soc0_c,temp_soc1_c,temp_soc2_c,temp_tj_c,gpu_util_pct,gpu_mhz,emc_util_pct,emc_mhz,ram_used_mb
0.0,2843,8503,2729,61.718,63.031,60.281,61.25,60.687,63.031,43,915,13,3199,3954
0.215,2606,8068,2649,61.875,63.0,60.156,61.062,60.593,63.0,33,915,11,3199,3953
0.43,2606,8068,2649,61.437,62.75,60.25,61.0,60.593,62.75,40,914,10,3199,3990
0.645,2685,8108,2649,61.375,62.687,60.156,60.968,60.562,62.687,32,913,10,3199,4086
0.859,2764,8187,2610,61.531,62.468,60.125,60.906,60.468,62.468,41,913,9,3199,4182
1.073,2922,8543,2689,61.906,62.812,60.0,61.0,60.437,62.812,35,910,9,3199,4327
1.287,3040,8701,2689,61.625,62.312,60.062,60.937,60.468,62.312,32,910,9,3199,4373
1.501,2961,8582,2649,61.218,62.531,59.937,60.906,60.437,62.531,35,913,8,3199,4427
1.714,3080,8780,2689,61.75,62.375,59.906,60.968,60.375,62.375,38,910,8,3199,4491
1.934,3040,8661,2689,61.25,62.687,59.906,60.968,60.281,62.687,43,909,8,3199,4523
2.15,2961,8464,2649,61.437,62.75,59.781,60.968,60.281,62.75,48,915,8,3199,4562
2.364,2882,8305,2649,61.125,62.343,60.0,60.875,60.187,62.343,40,913,7,3199,4579
2.582,2803,8226,2649,61.281,62.375,59.906,60.875,60.156,62.375,50,915,7,3199,4627
2.796,2803,8187,2610,61.062,62.406,59.812,60.75,60.281,62.406,39,912,7,3199,4658
3.012,2803,8187,2610,61.062,62.187,59.75,60.656,60.156,62.187,48,910,7,3199,4690
3.227,2803,8226,2610,61.218,62.25,59.656,60.906,60.156,62.25,41,910,7,3199,4715
3.442,2764,8187,2610,61.125,62.093,59.687,60.75,60.125,62.093,46,915,6,3199,4748
3.655,2724,8200,2610,60.906,62.062,59.75,60.687,60.125,62.062,47,915,6,3199,4779
3.869,2724,8121,2610,61.25,62.375,59.687,60.593,60.093,62.375,45,915,6,3199,4803
4.084,2764,8226,2610,60.937,62.093,59.593,60.718,59.937,62.093,41,915,6,3199,4834
4.298,2803,8266,2649,61.187,62.156,59.781,60.656,60.0,62.156,46,915,6,3199,4868
4.513,2764,8187,2610,61.0,61.968,59.625,60.562,60.031,61.968,42,912,6,3199,4897
4.727,2764,8200,2610,60.687,62.25,59.656,60.562,59.937,62.25,47,911,6,3199,4929
4.945,2764,8160,2610,60.906,61.968,59.5,60.531,59.937,61.968,39,911,6,3199,4952
5.16,2768,8121,2610,60.843,61.843,59.562,60.531,59.843,61.843,49,913,6,3199,4976
5.374,2729,8081,2610,61.031,61.781,59.531,60.562,59.812,61.781,52,915,6,3199,5007
5.587,2729,8042,2610,60.593,62.093,59.531,60.468,59.906,62.093,40,915,6,3199,5038
5.805,2764,8160,2610,60.656,62.187,59.531,60.437,59.968,62.187,39,916,6,3199,5076
6.02,2843,8266,2649,60.812,61.687,59.5,60.468,59.843,61.687,35,913,6,3199,5085
6.235,3508,9635,2882,60.875,62.687,59.406,60.562,59.937,62.687,99,914,8,3199,5089
6.449,4590,11847,3266,60.937,62.718,59.593,60.437,59.968,62.718,98,906,14,3199,5089
6.663,5052,12967,3491,61.0,62.625,59.562,60.406,60.156,62.625,99,907,18,3199,5087
6.878,5161,13574,3687,60.812,62.656,59.562,60.437,60.125,62.656,99,907,23,3199,5064
7.092,5239,14084,3760,60.75,62.781,59.5,60.562,60.093,62.781,98,910,26,3199,5060
7.307,5231,14296,3838,61.125,63.031,59.5,60.531,60.125,63.031,99,910,29,3199,5053
7.521,5348,14335,3838,61.093,62.968,59.625,60.437,60.25,62.968,99,909,31,3199,5053
7.734,5699,14766,3871,60.875,62.937,59.625,60.375,60.218,62.937,99,908,34,3199,5005
7.953,6012,15055,3910,61.062,63.25,59.656,60.406,60.25,63.25,98,908,36,3199,5005
8.169,5816,14452,3760,61.312,62.968,59.562,60.593,60.281,62.968,72,911,36,3199,5004
8.382,5621,14570,3838,61.406,62.875,59.687,60.593,60.281,62.875,99,910,37,3199,5004
8.596,5465,14531,3871,61.281,63.375,59.625,60.5,60.375,63.375,99,910,39,3199,5004
8.809,5426,14609,3910,61.0,63.062,59.593,60.406,60.312,63.062,99,909,40,3199,5004
9.024,5387,14335,3838,61.125,63.125,59.656,60.531,60.25,63.125,99,908,41,3199,5005
9.237,5357,13495,3570,61.218,62.875,59.75,60.468,60.281,62.875,99,906,37,3199,5003
9.451,5209,13006,3452,60.968,63.187,59.656,60.437,60.25,63.187,99,906,36,3199,5003
9.664,5091,12731,3373,60.75,62.937,59.5,60.625,60.218,62.937,99,906,35,3199,5004
9.879,5013,12456,3340,61.281,62.875,59.75,60.5,60.156,62.875,60,906,33,3199,5004
10.093,5170,12771,3373,61.093,62.937,59.656,60.437,60.25,62.937,99,910,33,3199,5004
10.308,5248,12889,3413,61.062,63.343,59.718,60.468,60.281,63.343,99,906,33,3199,5003
10.523,5209,12889,3413,61.5,62.875,59.531,60.625,60.187,62.875,99,911,32,3199,5003
10.737,5326,13203,3452,61.25,63.187,59.5,60.593,60.125,63.187,99,908,33,3199,5004
