t_rel_s,vdd_cpu_gpu_cv_mw,vdd_in_mw,vdd_soc_mw,temp_cpu_c,temp_gpu_c,temp_soc0_c,temp_soc1_c,temp_soc2_c,temp_tj_c,gpu_util_pct,gpu_mhz,emc_util_pct,emc_mhz,ram_used_mb
0.0,2570,8042,2733,57.75,59.343,56.5,57.312,56.843,59.343,0,916,25,3199,3679
0.214,2020,7182,2579,57.406,58.968,56.656,57.125,56.656,58.968,0,916,21,3199,3679
0.427,1822,6824,2539,57.218,58.656,56.437,57.156,56.718,58.656,0,916,18,3199,3718
0.64,1782,6745,2499,57.656,58.843,56.375,57.375,56.562,58.843,0,914,16,3199,3820
0.855,1785,6666,2499,57.312,58.843,56.312,57.156,56.5,58.843,0,915,13,3199,3919
1.069,1785,6666,2460,57.312,58.562,56.343,57.0,56.562,58.562,0,915,11,3199,3998
1.282,1785,6626,2460,57.031,58.375,56.25,57.0,56.437,58.375,0,916,10,3199,4045
1.497,1785,6626,2460,57.312,58.5,56.218,57.093,56.343,58.5,0,915,9,3199,4100
1.71,1825,6666,2460,57.093,58.375,56.218,56.937,56.281,58.375,3,915,7,3199,4163
1.923,1825,6705,2460,56.906,58.687,56.156,57.0,56.281,58.375,1,915,6,3199,4199
2.136,1864,6705,2460,57.281,58.093,56.062,57.062,56.218,58.093,1,915,6,3199,4238
2.349,1864,6705,2460,57.25,58.343,56.25,56.968,56.125,58.343,1,915,5,3199,4276
2.563,1864,6705,2460,57.0,58.187,56.031,56.875,56.125,58.187,1,915,4,3199,4312
2.777,1864,6705,2460,56.937,58.531,56.0,57.031,56.156,58.531,1,915,4,3199,4356
2.99,1904,6785,2460,57.125,58.218,56.125,56.906,56.031,58.218,0,916,3,3199,4397
3.203,1904,6745,2460,56.781,58.0,56.0,56.718,56.125,58.0,1,915,3,3199,4444
3.417,1904,6705,2460,57.0,58.093,55.968,57.0,55.968,58.093,1,915,3,3199,4475
3.63,1904,6705,2460,56.875,58.437,55.875,56.875,55.937,58.437,0,915,2,3199,4523
3.843,1904,6745,2460,56.593,58.156,55.937,56.875,56.031,58.156,2,915,2,3199,4544
4.057,1904,6705,2460,56.968,57.968,55.843,56.75,56.0,57.968,1,916,2,3199,4587
4.27,1864,6705,2460,56.75,58.281,55.75,56.843,55.875,58.281,1,915,2,3199,4619
4.483,1864,6666,2420,56.625,58.0,55.843,56.75,55.906,58.0,2,915,2,3199,4651
4.696,1864,6705,2460,56.75,57.718,55.812,56.906,55.812,57.718,1,915,2,3199,4698
4.91,1944,6824,2460,56.875,57.843,55.718,56.812,55.812,57.843,0,915,2,3199,4734
5.128,1904,6745,2460,57.031,57.781,55.75,56.812,55.875,57.781,0,915,1,3199,4730
5.341,1864,6785,2499,56.781,58.093,55.875,56.687,56.0,58.093,1,915,2,3199,4783
5.557,3001,9176,2887,56.968,58.625,55.812,56.625,56.093,58.625,66,909,6,3199,4781
5.77,3699,10881,3193,57.281,58.75,55.75,56.843,56.0,58.75,0,906,11,3199,4862
5.983,4243,11965,3424,57.125,58.937,55.937,56.718,56.031,58.937,65,909,16,3199,4860
6.197,4433,12928,3693,57.031,59.312,55.906,56.625,56.156,59.312,65,907,22,3199,4860
6.414,4086,12240,3621,56.781,59.031,55.968,56.656,56.218,59.031,37,910,25,3199,4860
6.629,3811,11590,3463,57.25,58.593,55.812,56.875,56.125,58.5,3,915,25,3199,4861
6.842,3114,9911,3119,56.968,58.437,55.781,56.687,56.093,58.437,0,915,22,3199,4864
7.057,2531,8675,2847,56.75,58.125,55.937,56.75,56.062,58.125,0,915,19,3199,4864
7.273,2214,7923,2733,56.781,58.031,55.906,56.781,55.968,58.031,0,915,17,3199,4864
7.487,3587,9690,2961,56.656,59.375,55.812,56.593,56.062,59.375,99,906,16,3199,4862
7.702,6686,14146,3530,57.625,60.218,55.781,56.812,56.437,60.218,99,909,20,3199,4862
7.916,8560,16814,3864,57.375,60.968,56.0,56.75,56.687,60.968,99,909,23,3199,4862
8.13,9696,18474,4046,57.437,61.062,56.156,56.718,56.906,61.062,99,909,26,3199,4862
8.344,10321,19417,4195,57.5,61.25,56.156,56.906,57.062,61.25,99,905,29,3199,4862
8.56,10746,20000,4273,58.125,61.187,56.187,56.968,57.062,61.187,99,908,31,3199,4862
8.774,10960,20317,4305,57.843,61.343,56.343,56.968,57.25,61.343,99,907,33,3199,4862
8.989,11114,20511,4343,57.968,61.906,56.437,56.968,57.468,61.906,99,905,34,3199,4862
9.205,11191,20628,4343,57.968,61.468,56.5,56.968,57.468,61.468,99,906,35,3199,4862
9.421,11268,20705,4343,58.031,61.687,56.5,57.031,57.656,61.687,99,909,36,3199,4862
9.635,11288,20783,4382,58.406,61.937,56.531,57.156,57.625,61.937,99,907,37,3199,4862
9.85,11288,20783,4382,58.343,62.125,56.781,57.218,57.718,62.125,99,909,38,3199,4862
10.065,11288,20822,4382,58.187,61.906,56.781,57.093,57.875,61.906,99,909,39,3199,4862
10.279,11327,20822,4382,58.218,62.062,56.781,57.218,57.937,62.062,99,905,39,3199,4862
10.493,11327,20861,4382,58.562,62.0,56.781,57.375,57.781,62.0,99,908,40,3199,4862
10.708,11327,20900,4375,58.843,62.031,56.75,57.375,57.906,62.031,99,904,40,3199,4862
10.923,11327,20977,4375,58.562,62.5,56.937,57.281,57.875,62.5,99,909,40,3199,4858
11.137,11327,20977,4375,58.562,62.281,56.937,57.281,58.031,62.281,99,909,41,3199,4858
11.353,11365,20977,4375,58.718,62.375,56.906,57.625,58.187,62.375,99,908,41,3199,4858
11.568,11404,21020,4375,58.906,62.5,56.968,57.5,58.125,62.5,99,903,41,3199,4858
11.782,11365,20982,4375,58.781,62.312,56.875,57.5,58.187,62.312,99,909,41,3199,4858
11.998,11365,20977,4375,58.843,62.375,57.187,57.5,58.25,62.375,99,904,42,3199,4856
12.212,11365,20939,4375,58.75,62.343,57.062,57.468,58.312,62.343,99,909,42,3199,4856
12.427,11365,20939,4375,58.812,62.531,57.093,57.656,58.312,62.531,99,912,42,3199,4856
12.642,11404,20982,4375,59.187,62.812,57.187,57.75,58.312,62.812,99,911,42,3199,4855
12.856,11442,21020,4375,58.968,62.593,57.312,57.718,58.375,62.593,99,911,42,3199,4855
