t_rel_s,vdd_cpu_gpu_cv_mw,vdd_in_mw,vdd_soc_mw,temp_cpu_c,temp_gpu_c,temp_soc0_c,temp_soc1_c,temp_soc2_c,temp_tj_c,gpu_util_pct,gpu_mhz,emc_util_pct,emc_mhz,ram_used_mb
0.0,2729,7764,2535,55.75,57.281,54.906,55.343,54.875,57.281,0,916,8,3199,3858
0.213,2139,6983,2460,55.687,57.0,54.75,55.437,54.843,57.0,0,916,7,3199,3858
0.431,1861,6705,2460,56.093,57.156,54.75,55.406,54.781,57.156,0,916,6,3199,3887
0.644,1825,6626,2460,55.843,56.906,54.843,55.343,54.812,56.906,0,915,5,3199,3997
0.859,1785,6586,2460,55.812,57.25,54.781,55.343,54.656,57.25,0,915,5,3199,4091
1.073,1785,6626,2460,55.718,56.593,54.718,55.406,54.562,56.593,0,915,4,3199,4188
1.286,1745,6586,2460,55.781,56.906,54.718,55.375,54.468,56.906,0,915,4,3199,4235
1.5,1745,6547,2460,55.656,56.687,54.625,55.312,54.5,56.687,0,915,3,3199,4282
1.713,1785,6626,2460,55.875,57.031,54.531,55.437,54.375,57.031,2,915,3,3199,4346
1.926,1825,6626,2460,55.531,56.687,54.718,55.312,54.406,56.687,1,915,3,3199,4392
2.14,1825,6626,2420,55.5,56.562,54.625,55.281,54.406,56.687,1,915,2,3199,4429
2.354,1864,6626,2420,55.875,56.531,54.5,55.156,54.343,56.531,1,915,2,3199,4468
2.568,1864,6626,2420,55.531,56.843,54.343,55.406,54.343,56.843,1,915,2,3199,4508
2.782,1864,6626,2420,55.468,56.562,54.468,55.218,54.312,56.562,1,915,2,3199,4537
2.995,1864,6626,2420,55.281,56.406,54.437,55.125,54.312,56.406,1,915,2,3199,4574
3.208,1864,6626,2420,55.656,56.718,54.375,55.187,54.156,56.718,1,915,2,3199,4613
3.421,1864,6626,2420,55.437,56.468,54.468,55.218,54.125,56.468,1,916,1,3199,4653
3.636,1864,6626,2420,55.312,56.437,54.437,55.062,54.218,56.437,0,915,1,3199,4692
3.849,1864,6626,2420,55.718,56.218,54.375,55.312,54.187,56.218,1,915,1,3199,4724
4.063,1864,6626,2420,55.468,56.562,54.468,55.125,54.093,56.562,1,915,1,3199,4761
4.276,1864,6626,2420,55.25,56.343,54.375,55.031,54.218,56.343,1,915,1,3199,4793
4.49,1864,6626,2420,55.218,56.468,54.281,55.312,54.156,56.468,2,916,1,3199,4824
4.703,1864,6666,2420,55.5,56.125,54.312,55.156,54.031,56.125,1,915,1,3199,4864
4.917,1825,6705,2420,55.437,56.5,54.312,55.062,54.156,56.5,0,916,1,3199,4899
5.13,2178,7459,2575,54.843,56.968,54.312,55.281,54.187,56.968,99,910,2,3199,4911
5.343,3699,10424,3080,55.531,57.187,54.125,55.156,54.25,57.187,55,916,9,3199,4911
5.558,4322,11590,3227,55.218,57.656,54.406,55.031,54.343,57.312,99,908,13,3199,4911
