t_rel_s,vdd_cpu_gpu_cv_mw,vdd_in_mw,vdd_soc_mw,temp_cpu_c,temp_gpu_c,temp_soc0_c,temp_soc1_c,temp_soc2_c,temp_tj_c,gpu_util_pct,gpu_mhz,emc_util_pct,emc_mhz,ram_used_mb
0.0,2720,8292,2724,64.343,65.656,63.125,63.718,63.531,65.656,0,915,21,3199,3972
0.214,2171,7396,2610,64.031,65.468,63.25,63.593,63.375,65.468,0,915,18,3199,3972
0.428,1898,7012,2570,64.125,65.187,63.031,63.562,63.156,65.187,25,912,15,3199,3982
0.642,1700,6813,2535,64.312,65.0,62.937,63.593,63.031,65.0,0,915,13,3199,4001
0.856,1740,6813,2495,64.25,64.875,63.031,63.468,62.968,64.875,0,915,11,3199,4110
1.071,1779,6774,2495,64.062,65.156,62.937,63.468,63.062,65.156,0,915,10,3199,4216
1.285,1779,6813,2495,63.937,64.875,62.781,63.281,62.968,64.875,0,915,9,3199,4339
1.499,1819,6774,2495,64.218,64.781,62.718,63.5,62.875,64.781,0,915,7,3199,4385
1.718,1898,6972,2495,64.062,64.812,62.593,63.437,62.812,64.812,0,915,7,3199,4438
1.934,1898,6932,2495,63.656,64.781,62.593,63.343,62.781,64.781,1,915,6,3199,4513
2.149,1938,6893,2495,63.468,64.625,62.593,63.281,62.812,64.625,1,915,5,3199,4552
2.362,1938,6893,2495,63.343,64.843,62.562,63.218,62.718,64.562,1,915,4,3199,4599
2.575,2017,7012,2495,63.593,64.343,62.343,63.281,62.718,64.343,1,915,4,3199,4637
2.79,1977,7051,2495,63.437,64.687,62.593,63.125,62.593,64.687,1,915,4,3199,4669
3.004,1977,7091,2495,63.25,64.406,62.468,63.156,62.593,64.687,1,915,3,3199,4708
3.218,1977,7012,2495,63.625,64.375,62.25,63.031,62.562,64.375,0,915,3,3199,4747
3.432,1938,6932,2456,63.25,64.125,62.25,63.156,62.531,64.125,1,914,2,3199,4788
3.647,1938,6893,2456,63.406,64.156,62.437,63.031,62.375,64.156,0,915,2,3199,4827
3.86,1977,6893,2456,63.156,64.437,62.281,62.937,62.531,64.437,0,915,2,3199,4867
4.073,1977,6853,2456,63.25,64.156,62.187,63.093,62.375,64.156,1,915,2,3199,4898
4.288,1938,6853,2456,63.406,64.093,62.062,62.937,62.375,64.093,1,915,2,3199,4938
4.502,1938,6853,2456,63.093,64.281,62.156,62.843,62.343,64.281,1,915,2,3199,4969
4.719,2254,7368,2531,63.218,64.343,62.125,62.875,62.343,64.062,43,913,2,3199,4997
4.938,2214,7368,2531,63.062,64.062,62.156,62.875,62.281,64.062,1,915,2,3199,5036
5.151,2214,7289,2531,62.843,64.343,62.0,62.812,62.25,64.343,13,915,2,3199,5078
5.364,2017,7012,2495,62.875,64.031,61.968,62.812,62.093,64.031,0,915,2,3199,5102
5.579,2096,7170,2535,63.281,64.125,62.0,62.75,62.125,64.125,31,915,2,3199,5121
5.792,2294,7487,2570,62.906,63.937,61.968,62.718,62.093,63.937,0,915,3,3199,5125
6.008,2135,7368,2570,62.875,63.906,61.906,62.875,62.031,63.906,0,913,3,3199,5131
6.221,2956,8845,2803,63.031,64.468,61.781,62.718,62.0,64.468,99,909,5,3199,5159
6.434,4237,11670,3340,62.875,65.125,61.875,62.687,62.218,65.125,99,910,13,3199,5159
6.649,5279,13552,3603,62.906,65.156,61.875,62.625,62.218,65.156,99,909,18,3199,5167
6.864,5729,14507,3793,63.281,65.187,61.687,62.781,62.343,65.187,95,909,23,3199,5167
7.077,5690,15055,3982,63.093,65.093,61.937,62.656,62.312,65.093,99,908,29,3199,5167
7.292,5836,15616,4138,63.062,65.5,62.031,62.625,62.468,65.5,99,909,34,3199,5167
7.506,6137,16318,4287,63.093,65.75,61.968,62.656,62.468,65.75,99,909,39,3199,5167
