t_rel_s,vdd_cpu_gpu_cv_mw,vdd_in_mw,vdd_soc_mw,temp_cpu_c,temp_gpu_c,temp_soc0_c,temp_soc1_c,temp_soc2_c,temp_tj_c,gpu_util_pct,gpu_mhz,emc_util_pct,emc_mhz,ram_used_mb
0.0,2566,8068,2724,63.875,64.937,62.687,63.125,62.968,64.937,0,916,22,3199,4036
0.213,2056,7238,2610,63.5,64.781,62.468,63.25,62.75,64.781,0,915,19,3199,4036
0.426,1858,6972,2575,63.375,64.562,62.593,63.187,62.718,64.562,0,915,16,3199,4064
0.64,1819,6853,2535,63.437,64.781,62.437,62.937,62.656,64.781,0,915,14,3199,4174
0.853,1819,6774,2495,63.375,64.5,62.218,63.062,62.562,64.5,0,915,12,3199,4269
1.068,1819,6853,2495,63.218,64.781,62.343,63.031,62.5,64.781,0,915,11,3199,4449
1.282,1819,6813,2495,63.031,64.218,62.25,62.906,62.531,64.218,0,915,9,3199,4504
1.495,1819,6774,2456,63.437,64.437,62.125,62.812,62.375,64.437,0,915,8,3199,4551
1.708,1819,6813,2456,63.156,64.125,62.031,62.906,62.25,64.125,0,915,7,3199,4630
1.922,1858,6813,2456,62.875,64.562,62.125,62.75,62.312,64.562,1,915,6,3199,4669
2.136,1898,6813,2456,62.906,63.937,62.0,62.718,62.156,63.937,1,915,5,3199,4708
2.349,1938,6813,2456,63.062,64.281,61.906,62.843,62.093,64.281,0,915,4,3199,4748
2.563,1938,6813,2456,62.812,63.968,61.937,62.718,62.093,63.968,1,915,4,3199,4787
2.777,1938,6813,2456,62.625,64.312,61.937,62.781,62.093,64.312,1,915,3,3199,4819
2.991,1938,6813,2495,63.062,64.0,61.75,62.812,61.968,64.0,1,915,3,3199,4859
3.204,1938,6853,2456,62.656,63.843,61.906,62.687,61.875,63.843,1,915,3,3199,4898
3.418,1938,6853,2456,62.656,63.812,61.687,62.468,61.875,63.812,0,915,2,3199,4930
3.632,1938,6813,2456,62.593,64.062,61.687,62.468,61.968,64.062,0,915,2,3199,4977
3.846,1938,6813,2456,62.75,63.843,61.593,62.593,61.812,63.843,1,915,2,3199,5012
4.06,1938,6853,2456,62.562,63.812,61.656,62.468,61.781,63.812,1,915,2,3199,5051
4.273,1938,6853,2456,62.312,63.656,61.625,62.375,61.781,63.656,1,915,2,3199,5083
4.486,1938,6813,2456,62.687,63.843,61.531,62.437,61.656,63.843,1,915,2,3199,5115
4.699,1938,6853,2456,62.468,63.656,61.625,62.468,61.656,63.656,1,915,1,3199,5162
4.914,1898,6853,2456,62.25,63.468,61.531,62.312,61.718,63.468,0,915,1,3199,5189
5.128,1858,6813,2495,62.406,63.75,61.468,62.531,61.656,63.406,0,915,1,3199,5196
5.341,3075,9240,2882,62.5,64.843,61.375,62.312,61.718,64.843,99,909,5,3199,5207
5.555,4582,12299,3413,62.5,64.687,61.593,62.312,61.812,64.687,94,914,14,3199,5207
5.769,5075,14178,3877,62.562,64.75,61.468,62.406,61.906,64.75,99,909,21,3199,5207
5.983,5261,14976,4105,62.906,65.0,61.437,62.375,61.906,64.875,99,910,28,3199,5207
6.197,5797,15811,4216,62.843,65.437,61.687,62.343,62.031,65.437,99,909,33,3199,5205
6.411,6448,16720,4287,62.718,65.437,61.562,62.281,62.25,65.437,99,910,38,3199,5205
6.625,6215,16435,4287,63.218,64.968,61.593,62.5,62.187,64.968,100,909,41,3199,5205
6.839,6099,16876,4474,63.0,65.125,61.625,62.343,62.187,65.125,99,910,46,3199,5205
7.052,5972,17227,4630,63.0,65.406,61.718,62.312,62.281,65.406,100,910,51,3199,5205
7.266,5836,15655,4138,62.656,65.156,61.625,62.218,62.156,65.156,99,905,48,3199,5205
7.48,5651,14664,3871,63.031,65.031,61.625,62.406,62.125,65.031,99,906,46,3199,5205
7.693,5504,13982,3720,62.781,65.218,61.718,62.312,62.218,65.218,27,908,44,3199,5205
7.907,5699,14178,3675,62.593,65.437,61.656,62.312,62.125,65.437,99,908,43,3199,5205
8.12,5738,14217,3675,62.906,65.218,61.625,62.375,62.218,65.218,99,909,43,3199,5205
8.333,5885,14507,3714,62.875,65.093,61.687,62.281,62.062,65.093,99,909,43,3199,5205
8.547,5777,14374,3714,62.687,65.312,61.593,62.218,62.125,65.312,99,907,42,3199,5205
8.76,5777,14374,3714,62.562,65.093,61.625,62.312,62.093,65.093,99,909,42,3199,5205
8.973,5690,15367,4099,63.031,64.875,61.75,62.312,62.156,64.875,99,909,46,3199,5205
9.186,5758,16084,4326,63.0,65.375,61.625,62.281,62.281,65.375,99,909,50,3199,5205
9.4,6060,16837,4482,63.031,65.281,61.656,62.312,62.312,65.281,99,909,54,3199,5205
9.613,5671,16798,4630,63.062,65.281,61.781,62.312,62.25,65.281,99,910,57,3199,5206
9.827,5594,16318,4482,62.781,65.093,61.687,62.312,62.25,65.093,99,910,58,3199,5201
10.042,5097,16006,4560,63.343,64.968,61.687,62.281,62.25,64.968,11,909,60,3199,5201
10.255,5300,15367,4255,62.906,64.968,61.593,62.312,62.25,64.968,99,906,58,3199,5201
10.469,5300,14546,3949,62.625,65.031,61.718,62.343,62.156,65.031,99,906,54,3199,5201
10.682,5231,13904,3799,62.656,64.781,61.593,62.218,62.125,64.781,99,908,51,3199,5201
10.896,5465,14178,3753,62.875,65.218,61.531,62.375,62.062,65.218,99,908,50,3199,5195
11.11,5504,14100,3714,62.781,64.968,61.781,62.281,62.156,64.968,99,909,48,3199,5195
11.323,5651,14507,3793,62.656,65.406,61.625,62.25,62.156,65.406,100,909,48,3199,5195
11.536,5582,14335,3753,63.062,65.125,61.5,62.343,62.156,65.125,99,908,47,3199,5195
11.75,5621,14335,3753,62.781,65.125,61.781,62.281,62.093,65.125,99,908,46,3199,5195
11.965,5729,14898,3949,62.687,65.125,61.625,62.218,62.156,65.125,99,909,47,3199,5189
12.179,5992,15850,4138,62.687,65.625,61.593,62.156,62.218,65.625,99,909,50,3199,5189
12.392,5992,16162,4248,63.062,65.062,61.625,62.312,62.187,65.062,99,909,52,3199,5189
12.605,6060,16525,4365,62.906,65.187,61.687,62.312,62.125,65.406,99,909,54,3199,5189
12.819,5866,16486,4443,62.843,65.125,61.718,62.25,62.25,65.125,99,909,56,3199,5184
13.039,5292,16045,4521,62.968,65.156,61.625,62.312,62.281,65.156,7,909,58,3199,5209
13.259,5292,15733,4411,63.062,65.187,61.656,62.281,62.156,65.187,99,914,59,3199,5217
13.473,5019,15733,4489,62.812,64.843,61.625,62.156,62.187,64.843,99,909,61,3199,5219
13.687,5183,15094,4216,63.031,65.125,61.625,62.312,62.093,65.125,99,906,58,3199,5224
13.9,5231,14452,3988,62.812,64.937,61.562,62.343,62.093,64.937,99,906,55,3199,5219
14.115,5114,13826,3799,62.812,64.843,61.593,62.218,62.156,64.843,84,908,52,3199,5220
14.328,5387,14139,3793,62.656,64.968,61.625,62.375,62.093,64.968,99,906,51,3199,5220
14.544,5348,13982,3753,63.187,64.781,61.562,62.437,62.093,64.781,62,908,49,3199,5225
14.757,5573,14492,3832,62.718,65.281,61.718,62.312,62.125,65.281,99,908,49,3199,5225
14.972,5465,14335,3832,62.812,64.937,61.531,62.187,62.156,64.937,99,907,48,3199,5226
15.185,5504,14374,3832,63.031,64.875,61.562,62.406,62.031,64.875,99,909,47,3199,5226
15.398,5426,14452,3910,62.906,65.125,61.5,62.312,62.062,65.125,99,909,47,3199,5226
15.613,5105,15367,4372,62.937,64.875,61.562,62.218,62.093,64.875,99,909,52,3199,5226
15.828,4980,15889,4599,62.968,64.906,61.531,62.218,62.187,64.906,99,909,57,3199,5221
16.041,4708,16084,4755,63.218,64.656,61.468,62.25,62.156,64.656,99,910,61,3199,5238
16.254,4980,16318,4755,62.968,65.093,61.625,62.312,62.093,65.093,99,909,63,3199,5238
16.467,5477,16837,4747,62.968,65.125,61.625,62.093,62.125,65.125,99,908,65,3199,5238
16.68,5477,16720,4755,63.375,65.25,61.531,62.312,62.156,65.062,99,909,66,3199,5238
16.893,5594,16603,4638,63.062,65.156,61.625,62.281,62.125,65.156,99,909,66,3199,5234
17.106,5943,16720,4521,62.75,65.437,61.593,62.187,62.25,65.437,99,909,65,3199,5234
17.32,5904,16486,4443,62.937,65.156,61.593,62.375,62.218,65.156,99,908,64,3199,5234
17.533,6021,16681,4443,63.093,65.593,61.687,62.218,62.125,65.593,99,909,64,3199,5234
17.747,5866,16642,4521,63.031,65.218,61.625,62.156,62.312,65.218,99,909,65,3199,5231
17.96,5681,16240,4443,63.031,64.906,61.531,62.375,62.312,64.906,99,909,64,3199,5232
18.174,5642,15967,4326,63.125,65.312,61.75,62.312,62.187,65.156,99,909,63,3199,5232
18.388,5378,14859,4066,62.812,65.218,61.625,62.281,62.218,65.218,99,906,59,3199,5232
18.601,5309,14335,3910,63.062,64.968,61.531,62.187,62.0,64.968,99,906,56,3199,5232
18.815,5270,14061,3832,62.843,64.875,61.5,62.312,62.031,64.875,99,908,54,3199,5232
19.028,5426,14296,3832,62.625,65.218,61.625,62.312,62.031,65.218,99,908,53,3199,5229
19.242,5387,14257,3832,62.625,64.968,61.5,62.187,62.125,64.968,99,909,51,3199,5230
19.456,5495,14546,3910,62.906,65.0,61.531,62.312,62.062,65.0,99,912,51,3199,5230
19.669,5456,14492,3871,62.75,64.906,61.687,62.218,62.093,64.906,99,911,50,3199,5230
