t_rel_s,vdd_cpu_gpu_cv_mw,vdd_in_mw,vdd_soc_mw,temp_cpu_c,temp_gpu_c,temp_soc0_c,temp_soc1_c,temp_soc2_c,temp_tj_c,gpu_util_pct,gpu_mhz,emc_util_pct,emc_mhz,ram_used_mb
0.0,562,3743,1127,45.625,46.687,46.218,46.312,44.75,46.687,0,305,3,665,2630
0.115,563,3703,1127,45.5,46.781,46.187,46.312,44.843,46.781,0,305,3,665,2630
0.239,523,3663,1127,45.718,46.656,46.093,46.25,44.718,46.656,0,305,3,665,2630
0.361,602,3824,1167,45.843,46.531,46.125,46.312,44.781,46.531,51,305,1,2133,2650
0.476,722,4099,1245,46.031,46.968,46.125,46.312,44.812,46.968,16,305,1,2133,2721
0.6,961,4494,1324,45.968,46.875,46.281,46.25,44.906,46.875,99,604,1,2133,2730
0.717,1360,5240,1440,46.093,47.468,46.125,46.281,44.968,47.468,99,604,3,2133,2730
0.832,1677,5790,1557,45.812,47.093,46.25,46.187,44.906,47.093,99,602,4,2133,2730
0.949,1913,6190,1634,45.937,47.562,46.125,46.25,45.0,47.562,99,603,6,2133,2730
1.064,2070,6499,1714,46.031,47.281,46.343,46.25,44.968,47.281,99,602,7,2133,2730
1.18,2229,6727,1751,46.062,47.75,46.343,46.406,45.0,47.75,99,603,8,2133,2730
1.296,2305,6926,1791,46.125,47.593,46.343,46.25,45.031,47.593,99,604,9,2133,2730
1.412,2384,7125,1791,45.906,47.781,46.343,46.531,45.062,47.781,99,604,10,2133,2730
1.528,2464,7205,1828,46.0,47.781,46.343,46.468,45.062,47.781,99,602,11,2133,2730
1.644,2499,7273,1828,46.0,47.843,46.343,46.468,45.218,47.843,99,604,12,2133,2730
1.76,2539,7312,1867,46.093,47.687,46.281,46.5,45.187,47.687,99,603,13,2133,2730
1.875,2539,7352,1867,46.093,47.562,46.468,46.5,45.187,47.562,99,604,13,2133,2730
1.99,2579,7392,1867,46.0,47.781,46.312,46.437,45.156,47.781,99,603,14,2133,2730
2.106,2579,7392,1867,46.062,47.656,46.343,46.437,45.187,47.656,99,602,14,2133,2730
2.221,2618,7432,1867,46.031,47.531,46.312,46.468,45.281,47.531,99,602,15,2133,2730
2.335,2618,7432,1867,46.437,48.0,46.281,46.375,45.218,48.0,99,603,15,2133,2730
2.45,2618,7471,1867,46.031,47.906,46.406,46.375,45.218,47.906,99,604,16,2133,2730
2.564,2618,7471,1867,46.218,47.718,46.281,46.437,45.25,47.718,99,604,16,2133,2730
2.679,2618,7471,1867,46.343,47.656,46.343,46.343,45.218,47.656,99,604,17,2133,2730
2.793,2618,7471,1867,46.218,48.093,46.531,46.343,45.187,48.093,99,602,17,2133,2730
2.91,2618,7471,1867,46.375,47.656,46.593,46.593,45.218,47.656,99,601,17,2133,2730
3.025,2618,7471,1867,46.125,48.281,46.593,46.406,45.343,48.281,99,603,17,2133,2730
3.14,2618,7471,1907,46.125,47.937,46.437,46.562,45.406,47.937,99,604,18,2133,2730
3.256,2618,7471,1907,46.343,48.187,46.656,46.562,45.375,48.187,99,602,18,2133,2730
3.373,2618,7471,1907,46.281,47.968,46.562,46.656,45.406,47.968,99,603,18,2133,2730
3.488,2618,7471,1907,46.125,48.312,46.593,46.531,45.468,48.312,99,604,18,2133,2730
3.605,2618,7471,1907,46.093,48.062,46.593,46.625,45.375,48.062,99,602,18,2133,2730
3.721,2618,7471,1907,46.156,48.281,46.531,46.687,45.437,48.281,99,602,19,2133,2730
