t_rel_s,vdd_cpu_gpu_cv_mw,vdd_in_mw,vdd_soc_mw,temp_cpu_c,temp_gpu_c,temp_soc0_c,temp_soc1_c,temp_soc2_c,temp_tj_c,gpu_util_pct,gpu_mhz,emc_util_pct,emc_mhz,ram_used_mb
0.0,920,4447,1362,45.687,46.937,46.218,46.468,45.031,46.937,0,305,6,665,2643
0.118,841,4213,1284,45.687,46.562,46.312,46.468,44.937,46.562,0,306,6,665,2643
0.234,722,4052,1243,45.687,46.906,46.343,46.437,44.812,46.906,0,305,5,665,2643
0.356,682,3898,1205,45.625,47.156,46.156,46.25,44.843,47.156,2,305,5,665,2643
0.475,643,3818,1205,45.625,46.718,46.187,46.312,44.843,46.718,0,306,5,665,2643
0.593,602,3737,1165,45.593,46.75,46.156,46.375,44.906,46.75,0,305,5,665,2643
0.709,562,3657,1165,45.562,46.656,46.125,46.312,44.906,46.656,0,305,5,665,2643
0.825,522,3623,1127,45.625,46.75,46.187,46.312,44.906,46.75,0,305,4,665,2643
0.944,522,3582,1127,45.687,46.812,46.312,46.406,44.968,46.812,0,305,4,665,2643
1.062,523,3582,1127,45.625,46.687,46.218,46.343,44.875,46.968,0,306,4,665,2643
1.178,483,3542,1127,45.625,46.781,46.281,46.468,44.968,46.781,0,305,4,665,2643
1.295,483,3542,1127,45.75,47.031,46.093,46.437,44.812,47.031,0,305,4,665,2643
1.414,483,3542,1127,45.75,46.562,46.062,46.218,44.875,46.562,0,305,4,665,2643
1.532,483,3502,1127,45.781,46.687,46.156,46.312,44.75,46.687,0,305,4,665,2643
1.649,483,3502,1127,45.843,46.812,46.125,46.312,44.781,46.812,0,305,4,665,2643
1.771,483,3502,1127,45.562,46.968,46.187,46.375,44.843,46.718,0,306,3,665,2643
1.889,483,3502,1127,45.562,46.5,46.218,46.312,44.906,46.5,0,306,3,665,2642
2.015,483,3502,1127,45.906,46.593,46.125,46.281,44.812,46.593,0,305,3,665,2642
2.131,483,3502,1127,46.062,46.75,46.187,46.312,44.812,46.75,0,305,3,665,2642
2.25,483,3502,1127,45.5,46.843,46.281,46.281,44.812,46.843,0,305,3,665,2642
2.369,483,3502,1127,45.656,46.5,46.25,46.437,44.812,46.5,0,305,3,665,2642
2.488,483,3502,1127,45.843,46.625,46.25,46.187,44.812,46.625,0,305,3,665,2642
2.606,483,3502,1127,45.875,46.718,46.125,46.281,44.75,46.718,0,305,3,665,2642
2.721,483,3502,1127,45.906,46.812,46.062,46.187,44.718,46.812,0,305,3,665,2642
2.837,483,3502,1127,45.843,46.687,46.25,46.25,44.75,46.687,0,305,3,665,2641
2.956,483,3502,1127,45.906,46.875,46.156,46.281,44.75,46.875,0,305,3,665,2641
3.073,483,3502,1127,45.625,46.5,46.093,46.25,44.781,46.5,0,306,3,665,2641
3.19,483,3462,1127,45.625,46.593,46.125,46.187,44.812,46.593,0,305,3,665,2641
3.306,483,3462,1127,45.75,46.406,46.125,46.187,44.75,46.406,0,305,3,665,2641
3.425,483,3502,1127,45.781,46.656,46.125,46.312,44.781,46.656,0,305,3,665,2641
3.544,483,3462,1127,45.562,46.625,46.125,46.312,44.812,46.625,0,305,3,665,2641
3.662,483,3462,1127,45.531,46.781,46.281,46.312,44.875,46.781,0,305,3,665,2641
3.792,483,3462,1127,45.562,46.687,46.156,46.312,44.781,46.687,0,305,3,665,2640
3.91,483,3462,1127,45.562,46.781,46.187,46.375,44.843,46.781,0,305,3,665,2640
4.027,483,3502,1127,45.625,46.875,46.218,46.406,44.843,46.875,0,305,3,665,2639
4.145,483,3462,1127,45.625,46.468,46.031,46.218,44.75,46.468,0,305,3,665,2639
4.275,483,3462,1127,45.656,46.75,46.093,46.156,44.687,46.75,0,305,3,665,2639
4.393,483,3502,1127,45.75,47.0,46.125,46.187,44.781,47.0,0,305,3,665,2639
4.51,483,3462,1127,45.781,46.781,46.093,46.218,44.875,46.781,0,306,3,665,2639
4.626,483,3502,1127,45.937,46.5,46.031,46.156,44.718,46.5,0,305,3,665,2639
4.743,483,3502,1127,45.937,46.562,46.125,46.25,44.812,46.562,0,305,3,665,2638
4.861,483,3462,1127,45.906,46.375,46.093,46.312,44.781,46.375,0,306,3,665,2638
4.977,483,3462,1127,46.0,46.593,46.062,46.281,44.781,46.593,0,305,3,665,2638
5.094,483,3502,1127,45.562,46.625,46.062,46.25,44.718,46.625,0,305,3,665,2638
5.211,483,3502,1127,45.687,46.593,46.093,46.187,44.843,46.593,0,305,3,665,2638
5.327,483,3502,1127,45.812,46.562,46.031,46.312,44.718,46.562,0,306,3,665,2638
5.449,483,3502,1127,45.5,46.562,46.218,46.343,44.875,46.562,0,305,3,665,2638
5.566,483,3502,1127,45.531,46.625,46.125,46.343,44.812,46.625,0,305,3,665,2638
5.682,483,3502,1127,45.593,46.531,46.125,46.312,44.781,46.531,0,305,3,665,2638
5.799,483,3502,1127,45.593,46.625,46.25,46.406,44.843,46.625,0,305,3,665,2637
5.916,483,3542,1127,45.687,46.531,46.25,46.375,44.781,46.531,0,305,3,665,2637
6.034,483,3502,1127,45.625,46.687,46.062,46.125,44.718,46.687,0,305,3,665,2637
6.151,483,3502,1127,45.75,46.812,46.125,46.281,44.812,46.812,0,305,3,665,2637
6.273,483,3502,1127,45.781,46.593,46.125,46.25,44.75,46.593,0,305,3,665,2637
6.392,523,3542,1127,45.625,46.75,46.156,46.312,44.812,46.75,26,306,3,665,2637
6.509,523,3582,1127,45.562,46.937,46.125,46.281,44.812,46.937,0,306,3,665,2637
6.63,563,3623,1127,45.937,46.468,46.093,46.156,44.718,46.468,0,305,3,665,2637
6.748,563,3582,1127,45.937,46.531,46.0,46.25,44.75,46.531,0,305,3,665,2635
6.866,563,3582,1127,45.718,46.687,46.125,46.312,44.75,46.687,0,305,3,665,2635
6.982,523,3582,1127,45.718,46.531,46.062,46.187,44.718,46.843,29,305,3,665,2635
7.105,523,3582,1127,45.562,46.656,46.093,46.312,44.812,46.656,0,305,3,665,2635
7.221,563,3582,1127,45.562,46.625,46.093,46.375,44.875,46.625,0,306,3,665,2635
7.338,523,3582,1127,45.562,46.687,46.156,46.343,44.906,46.687,0,306,3,665,2635
7.456,523,3542,1127,45.593,46.843,46.187,46.468,44.875,46.843,0,305,3,665,2635
7.573,523,3542,1127,45.562,46.531,46.125,46.125,44.781,46.531,0,305,3,665,2635
7.689,523,3542,1127,45.625,46.812,46.218,46.406,44.687,46.812,0,305,3,665,2635
7.805,523,3542,1127,45.625,46.687,46.187,46.375,44.718,46.687,0,305,3,665,2633
7.922,483,3502,1127,45.718,46.812,46.25,46.437,44.718,46.812,0,305,3,665,2633
8.04,483,3502,1127,45.812,46.5,46.062,46.187,44.75,46.5,0,305,3,665,2633
8.156,483,3502,1127,45.812,46.812,46.125,46.156,44.718,46.812,0,305,3,665,2633
8.272,483,3502,1127,45.812,46.437,46.312,46.187,44.75,46.437,0,305,3,665,2633
8.39,483,3502,1127,45.937,46.531,46.031,46.218,44.843,46.531,0,305,3,665,2633
8.506,483,3502,1127,46.0,46.468,46.093,46.218,44.781,46.468,0,305,3,665,2633
8.622,483,3502,1127,45.625,46.531,46.0,46.218,44.718,46.531,0,305,3,665,2633
8.743,483,3502,1127,45.625,46.687,46.093,46.281,44.718,46.968,0,305,3,665,2632
8.862,483,3502,1127,45.593,46.531,46.156,46.312,44.781,46.531,0,305,3,665,2632
8.978,483,3502,1127,45.531,46.968,46.125,46.281,44.812,46.968,0,306,3,665,2632
9.096,483,3542,1127,45.593,46.5,46.062,46.468,44.875,46.5,0,305,3,665,2632
9.216,483,3502,1127,45.593,46.625,46.218,46.125,44.812,46.625,0,305,3,665,2632
9.335,483,3502,1127,45.875,46.562,46.093,46.218,44.812,46.562,0,305,3,665,2632
9.453,483,3502,1127,45.625,46.656,46.093,46.187,44.75,46.656,0,305,3,665,2632
9.571,523,3542,1127,45.625,46.718,46.125,46.218,44.718,46.718,26,306,3,665,2632
9.688,483,3502,1127,45.718,46.593,46.125,46.281,44.781,46.593,0,306,3,665,2632
9.805,483,3502,1127,45.625,46.718,46.031,46.25,44.75,46.718,0,305,3,665,2632
9.922,483,3502,1127,45.562,46.843,46.093,46.25,44.843,46.843,0,305,3,665,2632
10.042,483,3502,1127,45.531,46.5,46.218,46.281,44.843,46.5,0,305,3,665,2632
10.16,523,3582,1127,45.625,46.656,46.156,46.156,44.75,46.656,25,306,3,665,2632
10.275,523,3542,1127,45.625,46.562,46.125,46.468,44.718,46.562,0,305,3,665,2632
10.392,523,3542,1127,45.656,46.625,46.156,46.187,44.718,46.625,0,305,3,665,2632
10.511,483,3542,1127,45.687,46.75,46.093,46.218,44.718,46.75,0,305,3,665,2632
10.629,483,3502,1127,45.781,46.875,46.156,46.218,44.812,46.875,0,305,3,665,2632
10.749,483,3502,1127,45.812,46.5,46.093,46.218,44.75,46.5,0,306,3,665,2631
10.869,483,3502,1127,45.468,46.843,46.093,46.312,44.812,46.843,0,305,3,665,2631
10.985,483,3542,1127,45.593,46.687,46.125,46.312,44.75,46.687,0,306,3,665,2631
11.104,483,3542,1127,45.625,46.625,46.125,46.281,44.687,46.625,0,305,3,665,2631
11.224,483,3502,1127,45.625,46.718,46.187,46.218,44.75,46.718,0,305,3,665,2631
11.345,483,3502,1127,45.531,46.437,46.125,46.218,44.812,46.437,0,305,3,665,2631
11.462,483,3502,1127,45.531,47.062,46.125,46.281,44.718,47.062,0,305,3,665,2631
11.579,483,3502,1127,45.5,46.562,46.125,46.25,44.812,46.562,0,305,3,665,2631
11.696,483,3502,1127,45.468,46.656,46.187,46.312,44.843,46.656,0,306,3,665,2631
11.82,483,3502,1127,45.937,46.468,46.125,46.156,44.781,46.468,0,305,3,665,2631
11.938,483,3502,1127,46.062,46.656,46.093,46.187,44.75,46.656,0,306,3,665,2631
12.054,483,3542,1127,45.968,46.75,46.125,46.218,44.812,46.75,0,306,3,665,2631
12.181,483,3502,1127,45.625,46.843,46.187,46.187,44.75,46.843,0,305,3,665,2631
12.297,483,3502,1127,45.625,46.718,45.937,46.406,44.718,46.718,0,305,3,665,2631
12.415,483,3502,1127,45.687,46.875,46.125,46.218,44.781,46.875,0,306,3,665,2631
12.532,483,3502,1127,45.843,46.5,46.031,46.187,44.718,46.5,0,306,3,665,2631
12.649,483,3502,1127,45.812,46.562,46.125,46.218,44.781,46.562,0,305,3,665,2631
12.773,483,3502,1127,45.5,46.468,46.218,46.312,44.781,46.468,0,306,3,665,2630
12.895,483,3502,1127,45.875,46.781,46.125,46.125,44.687,46.781,0,305,3,665,2630
13.012,483,3502,1127,45.875,46.968,46.062,46.218,44.718,46.968,0,305,3,665,2630
13.13,483,3502,1127,46.0,46.531,46.093,46.218,44.781,46.531,0,305,3,665,2630
13.247,483,3502,1127,45.593,46.937,46.125,46.187,44.718,46.937,0,305,3,665,2630
13.365,483,3502,1127,45.531,46.593,46.125,46.312,44.781,46.593,0,306,3,665,2630
13.481,483,3502,1127,45.687,46.656,46.125,46.25,44.843,46.656,0,305,3,665,2630
13.601,483,3502,1127,45.5,46.718,46.156,46.312,44.781,46.718,0,305,3,665,2630
13.718,483,3502,1127,45.531,46.937,46.281,46.312,44.875,46.937,0,305,3,665,2630
13.835,483,3502,1127,45.5,46.718,46.187,46.375,44.812,46.718,0,305,3,665,2630
13.954,483,3502,1127,45.531,46.593,45.968,46.125,44.687,46.593,0,306,3,665,2630
14.07,483,3502,1127,45.656,46.531,46.25,46.218,44.718,46.531,0,305,3,665,2630
14.187,483,3502,1127,45.687,46.625,45.968,46.125,44.687,46.625,0,305,3,665,2630
14.303,483,3502,1127,45.718,46.5,46.156,46.187,44.687,46.5,0,305,3,665,2630
14.42,483,3502,1127,45.781,46.625,46.093,46.218,44.687,46.625,0,305,3,665,2630
14.537,483,3502,1127,45.812,46.75,46.0,46.218,44.687,46.75,0,305,3,665,2630
14.653,483,3502,1127,45.906,46.531,46.062,46.25,44.718,46.531,0,306,3,665,2630
14.78,483,3502,1127,45.562,46.687,46.125,46.312,44.812,46.687,0,305,3,665,2630
14.896,483,3502,1127,45.625,46.843,46.093,46.375,44.781,46.843,0,306,3,665,2630
15.013,483,3502,1127,45.625,46.593,46.156,46.406,44.687,46.593,0,305,3,665,2630
15.13,483,3502,1127,45.687,46.843,46.25,46.125,44.687,46.843,0,305,3,665,2630
15.248,483,3462,1127,45.687,46.5,46.218,46.218,44.625,46.5,0,305,3,665,2630
15.365,483,3502,1127,45.812,46.562,46.062,46.25,44.75,46.562,0,305,3,665,2630
15.483,483,3502,1127,45.937,46.75,46.031,46.281,44.718,46.75,0,305,3,665,2630
15.601,483,3502,1127,45.843,46.531,46.093,46.218,44.781,46.843,0,305,3,665,2630
15.718,483,3502,1127,45.875,46.687,46.0,46.218,44.718,46.687,0,306,3,665,2630
15.843,483,3502,1127,45.593,46.812,46.187,46.156,44.75,46.812,0,306,3,665,2630
15.962,483,3502,1127,45.656,46.937,46.093,46.218,44.687,46.937,0,306,3,665,2630
16.077,483,3462,1127,45.687,46.75,46.062,46.25,44.781,46.75,0,306,3,665,2630
16.195,483,3502,1127,45.75,46.968,46.125,46.218,44.75,46.968,0,305,3,665,2630
16.312,483,3462,1127,45.875,46.562,46.062,46.125,44.75,46.562,0,305,3,665,2630
16.431,483,3502,1127,45.968,46.625,46.093,46.312,44.718,46.625,52,305,3,665,2630
16.548,483,3502,1127,45.781,46.75,46.125,46.25,44.75,46.75,0,305,3,665,2630
16.665,483,3502,1127,45.562,46.875,46.156,46.312,44.781,46.875,0,306,3,665,2630
16.8,602,3743,1167,45.687,46.5,46.156,46.312,44.781,46.5,0,306,3,665,2630
16.93,562,3663,1127,45.593,46.812,46.187,46.312,44.812,46.812,0,305,3,665,2630
17.047,562,3623,1127,45.75,46.718,46.156,46.312,44.718,46.718,0,306,3,665,2630
17.163,523,3582,1127,45.625,46.781,46.125,46.468,44.75,46.781,0,305,3,665,2630
17.278,523,3582,1127,45.5,46.656,46.25,46.343,44.843,46.656,0,306,3,665,2630
17.394,523,3542,1127,45.562,46.5,46.156,46.312,44.812,46.5,0,305,3,665,2630
17.512,483,3542,1127,45.625,46.656,46.187,46.375,44.937,46.656,0,305,3,665,2630
17.628,483,3502,1127,45.593,46.843,46.281,46.343,44.843,46.843,0,305,3,665,2630
17.745,483,3502,1127,45.625,46.968,46.187,46.437,44.75,46.968,0,305,3,665,2630
17.861,483,3542,1127,45.656,46.75,46.187,46.156,44.656,46.75,0,305,3,665,2630
17.977,523,3582,1127,45.625,46.718,46.25,46.312,44.718,46.718,0,305,3,665,2630
18.094,483,3542,1127,45.687,46.843,46.218,46.375,44.656,46.843,0,305,3,665,2630
18.221,483,3542,1127,45.531,46.968,46.125,46.312,44.843,46.968,0,306,3,665,2630
18.338,483,3542,1127,45.625,46.468,46.156,46.312,44.906,46.468,0,306,3,665,2630
18.455,523,3542,1127,45.562,46.656,46.156,46.312,44.812,46.656,0,305,3,665,2630
18.573,483,3542,1127,45.625,46.718,46.187,46.312,44.875,46.718,0,305,3,665,2630
18.692,483,3502,1127,45.718,46.875,46.281,46.125,44.718,46.875,0,305,3,665,2630
18.81,483,3542,1127,45.656,46.531,46.125,46.187,44.75,46.531,15,305,3,665,2630
18.927,483,3542,1127,45.625,46.656,46.125,46.281,44.781,46.656,0,305,3,665,2630
19.044,483,3502,1127,45.812,46.406,46.125,46.218,44.781,46.406,0,306,3,665,2630
19.161,483,3502,1127,45.843,46.593,46.093,46.25,44.75,46.593,0,305,3,665,2630
19.278,483,3502,1127,45.968,46.718,46.125,46.312,44.812,46.718,0,306,3,665,2630
19.395,483,3502,1127,45.937,46.625,46.093,46.281,44.812,46.625,27,306,3,665,2630
19.513,483,3502,1127,45.437,46.718,46.093,46.281,44.781,46.718,0,305,3,665,2630
19.63,483,3462,1127,45.406,46.875,46.156,46.312,44.812,46.875,0,306,3,665,2630
